CO_CURSO,CO_AREA,NM_AREA
1279031,3,Ciências Sociais
21775,3,Ciências Sociais
312688,4,Ciências
122562,3,Ciências Sociais
1330019,3,Ciências Sociais
1280573,5,Engenharia
38640,5,Engenharia
5001389,8,Serviços
1166231,4,Ciências
116378,3,Ciências Sociais
110244,3,Ciências Sociais
102745,1,Educação
99088,7,Saúde e Bem-Estar
56724,1,Educação
7836,3,Ciências Sociais
121706,4,Ciências
90004,7,Saúde e Bem-Estar
1161007,5,Engenharia
1280193,5,Engenharia
1132771,5,Engenharia
1343899,5,Engenharia
1178459,1,Educação
65190,7,Saúde e Bem-Estar
1179249,1,Educação
1382655,3,Ciências Sociais
111054,3,Ciências Sociais
114989,3,Ciências Sociais
99460,1,Educação
112344,5,Engenharia
66885,3,Ciências Sociais
8151,3,Ciências Sociais
1375317,3,Ciências Sociais
1442014,1,Educação
122516,3,Ciências Sociais
1151689,8,Serviços
1299445,7,Saúde e Bem-Estar
121366,2,Humanidades e Artes
1204825,3,Ciências Sociais
110270,7,Saúde e Bem-Estar
18386,3,Ciências Sociais
20445,1,Educação
95044,3,Ciências Sociais
20477,4,Ciências
83545,3,Ciências Sociais
110154,3,Ciências Sociais
72109,3,Ciências Sociais
685,6,Agricultura e Veterinária
107783,2,Humanidades e Artes
107466,3,Ciências Sociais
107978,5,Engenharia
1257956,5,Engenharia
1285028,8,Serviços
121616,5,Engenharia
960,3,Ciências Sociais
88036,3,Ciências Sociais
107830,3,Ciências Sociais
1205615,5,Engenharia
1166723,4,Ciências
1352924,4,Ciências
1330251,1,Educação
1113662,7,Saúde e Bem-Estar
109923,7,Saúde e Bem-Estar
1322946,6,Agricultura e Veterinária
1122323,6,Agricultura e Veterinária
1191344,3,Ciências Sociais
111654,5,Engenharia
7123,3,Ciências Sociais
73614,3,Ciências Sociais
1189887,5,Engenharia
98992,4,Ciências
83833,1,Educação
46388,3,Ciências Sociais
1184960,1,Educação
59786,1,Educação
111782,3,Ciências Sociais
17450,8,Serviços
65987,3,Ciências Sociais
1270678,4,Ciências
1107857,5,Engenharia
118972,5,Engenharia
302892,4,Ciências
416834,3,Ciências Sociais
18387,4,Ciências
10799,1,Educação
59333,4,Ciências
11224,3,Ciências Sociais
1101760,1,Educação
1523,3,Ciências Sociais
11593,1,Educação
55750,7,Saúde e Bem-Estar
33541,1,Educação
38102,1,Educação
99024,5,Engenharia
1136144,5,Engenharia
1258873,4,Ciências
1324108,1,Educação
115456,7,Saúde e Bem-Estar
1120315,3,Ciências Sociais
120952,3,Ciências Sociais
1324509,3,Ciências Sociais
77751,3,Ciências Sociais
63906,4,Ciências
1135958,1,Educação
34262,5,Engenharia
106242,1,Educação
29331,1,Educação
41876,3,Ciências Sociais
48175,3,Ciências Sociais
92169,3,Ciências Sociais
18098,3,Ciências Sociais
26140,1,Educação
105982,7,Saúde e Bem-Estar
1332760,1,Educação
1436,3,Ciências Sociais
21979,4,Ciências
1330221,2,Humanidades e Artes
113760,1,Educação
1187829,5,Engenharia
123434,5,Engenharia
1190235,4,Ciências
1330709,5,Engenharia
1292996,3,Ciências Sociais
2108,1,Educação
1300074,5,Engenharia
1160601,3,Ciências Sociais
46911,1,Educação
1188636,5,Engenharia
33596,1,Educação
84992,1,Educação
75512,1,Educação
89401,3,Ciências Sociais
47818,3,Ciências Sociais
1076866,5,Engenharia
37289,3,Ciências Sociais
1177909,7,Saúde e Bem-Estar
5000472,3,Ciências Sociais
18756,7,Saúde e Bem-Estar
58453,7,Saúde e Bem-Estar
31221,1,Educação
14120,1,Educação
1404965,1,Educação
1136925,1,Educação
34677,1,Educação
12952,1,Educação
15853,6,Agricultura e Veterinária
1203445,5,Engenharia
12817,1,Educação
107549,1,Educação
39034,3,Ciências Sociais
1299596,5,Engenharia
1284219,6,Agricultura e Veterinária
48032,8,Serviços
1313182,4,Ciências
1283028,4,Ciências
21895,1,Educação
1103091,2,Humanidades e Artes
150268,4,Ciências
19595,4,Ciências
105874,8,Serviços
1303642,3,Ciências Sociais
1258309,4,Ciências
1208503,7,Saúde e Bem-Estar
1382617,3,Ciências Sociais
18662,3,Ciências Sociais
1206616,1,Educação
109978,7,Saúde e Bem-Estar
50953,3,Ciências Sociais
114236,5,Engenharia
18833,4,Ciências
1321624,3,Ciências Sociais
95667,1,Educação
106636,4,Ciências
1148864,5,Engenharia
5000566,4,Ciências
1287157,5,Engenharia
47331,1,Educação
52386,1,Educação
99342,3,Ciências Sociais
1116037,7,Saúde e Bem-Estar
1156014,5,Engenharia
1261632,3,Ciências Sociais
1030925,3,Ciências Sociais
112502,2,Humanidades e Artes
1204001,5,Engenharia
45477,5,Engenharia
1349725,3,Ciências Sociais
61010,5,Engenharia
65913,3,Ciências Sociais
1204009,8,Serviços
6408,4,Ciências
113060,7,Saúde e Bem-Estar
79494,3,Ciências Sociais
1046925,7,Saúde e Bem-Estar
96415,1,Educação
1202785,8,Serviços
51231,1,Educação
15002,4,Ciências
1330232,1,Educação
1387214,3,Ciências Sociais
79614,3,Ciências Sociais
99036,7,Saúde e Bem-Estar
101362,4,Ciências
12014,4,Ciências
1142485,3,Ciências Sociais
1184817,8,Serviços
1048208,8,Serviços
2364,5,Engenharia
118652,5,Engenharia
53193,5,Engenharia
17711,3,Ciências Sociais
72827,3,Ciências Sociais
1178524,7,Saúde e Bem-Estar
111198,1,Educação
94994,1,Educação
22400,1,Educação
3168,1,Educação
19370,7,Saúde e Bem-Estar
1279018,5,Engenharia
1081154,4,Ciências
74666,1,Educação
105856,1,Educação
72949,3,Ciências Sociais
385456,4,Ciências
11613,1,Educação
88154,4,Ciências
80289,1,Educação
1108368,5,Engenharia
120974,3,Ciências Sociais
1193057,3,Ciências Sociais
775,1,Educação
1260653,3,Ciências Sociais
8170,5,Engenharia
43834,3,Ciências Sociais
84757,6,Agricultura e Veterinária
1353712,8,Serviços
6472,3,Ciências Sociais
1178735,5,Engenharia
14361,7,Saúde e Bem-Estar
1313042,4,Ciências
15857,1,Educação
14330,4,Ciências
100961,1,Educação
1212341,1,Educação
1149898,3,Ciências Sociais
1103137,5,Engenharia
1144307,1,Educação
41253,3,Ciências Sociais
1263908,3,Ciências Sociais
19941,3,Ciências Sociais
1341255,1,Educação
75472,3,Ciências Sociais
67253,4,Ciências
96389,3,Ciências Sociais
1260313,4,Ciências
1284958,5,Engenharia
37250,1,Educação
1299628,3,Ciências Sociais
1257979,1,Educação
5001336,8,Serviços
1101880,3,Ciências Sociais
1143719,1,Educação
18912,3,Ciências Sociais
109980,1,Educação
1259224,3,Ciências Sociais
1191217,4,Ciências
20722,5,Engenharia
122298,4,Ciências
52007,4,Ciências
3206,7,Saúde e Bem-Estar
150085,7,Saúde e Bem-Estar
1382581,2,Humanidades e Artes
8368,3,Ciências Sociais
11614,1,Educação
1172101,8,Serviços
72763,7,Saúde e Bem-Estar
52256,1,Educação
1054663,3,Ciências Sociais
48800,1,Educação
5000908,5,Engenharia
1129262,1,Educação
1258664,5,Engenharia
5478,1,Educação
1073435,5,Engenharia
97159,5,Engenharia
1101258,3,Ciências Sociais
12960,4,Ciências
50586,3,Ciências Sociais
7713,7,Saúde e Bem-Estar
3777,3,Ciências Sociais
119036,3,Ciências Sociais
1323264,2,Humanidades e Artes
96086,3,Ciências Sociais
100780,5,Engenharia
1158382,2,Humanidades e Artes
19622,8,Serviços
1343832,7,Saúde e Bem-Estar
104310,1,Educação
1116854,4,Ciências
32635,1,Educação
15345,7,Saúde e Bem-Estar
50447,1,Educação
67938,7,Saúde e Bem-Estar
116510,5,Engenharia
119810,7,Saúde e Bem-Estar
83908,5,Engenharia
102906,3,Ciências Sociais
1260243,4,Ciências
76475,1,Educação
1059142,3,Ciências Sociais
1299976,1,Educação
1187069,2,Humanidades e Artes
88446,7,Saúde e Bem-Estar
51943,1,Educação
106684,1,Educação
24393,1,Educação
1380816,5,Engenharia
82842,5,Engenharia
1135040,7,Saúde e Bem-Estar
1368916,5,Engenharia
2620,3,Ciências Sociais
1077156,3,Ciências Sociais
1280012,4,Ciências
1383331,7,Saúde e Bem-Estar
13102,1,Educação
84957,3,Ciências Sociais
12972,7,Saúde e Bem-Estar
12015,7,Saúde e Bem-Estar
1304736,1,Educação
1111688,2,Humanidades e Artes
117244,2,Humanidades e Artes
3173,7,Saúde e Bem-Estar
1155584,8,Serviços
1259379,4,Ciências
108846,1,Educação
1177729,3,Ciências Sociais
12824,3,Ciências Sociais
1170115,3,Ciências Sociais
1044865,7,Saúde e Bem-Estar
11232,7,Saúde e Bem-Estar
116188,5,Engenharia
83305,1,Educação
67613,4,Ciências
109492,5,Engenharia
1190430,3,Ciências Sociais
58907,1,Educação
64854,1,Educação
7682,1,Educação
35550,5,Engenharia
1156361,3,Ciências Sociais
12834,2,Humanidades e Artes
3146,1,Educação
1379284,1,Educação
112966,1,Educação
105126,3,Ciências Sociais
1204169,3,Ciências Sociais
1322600,5,Engenharia
64935,3,Ciências Sociais
60322,3,Ciências Sociais
881,5,Engenharia
1322473,5,Engenharia
83850,3,Ciências Sociais
1411720,4,Ciências
65132,3,Ciências Sociais
1186931,4,Ciências
120665,1,Educação
48096,3,Ciências Sociais
6492,3,Ciências Sociais
1262746,5,Engenharia
1330120,7,Saúde e Bem-Estar
1138871,3,Ciências Sociais
1276572,5,Engenharia
1102648,6,Agricultura e Veterinária
47461,1,Educação
1126885,1,Educação
1143414,1,Educação
92769,7,Saúde e Bem-Estar
92559,1,Educação
1106919,3,Ciências Sociais
1305192,1,Educação
72349,4,Ciências
63606,7,Saúde e Bem-Estar
17460,3,Ciências Sociais
89515,7,Saúde e Bem-Estar
1405858,3,Ciências Sociais
81312,1,Educação
1270506,5,Engenharia
41011,3,Ciências Sociais
1192461,5,Engenharia
51964,8,Serviços
1152545,8,Serviços
1269748,4,Ciências
101436,3,Ciências Sociais
9029,3,Ciências Sociais
1138922,6,Agricultura e Veterinária
1150762,5,Engenharia
38651,5,Engenharia
1103255,4,Ciências
110648,3,Ciências Sociais
1401595,5,Engenharia
1260417,1,Educação
118752,4,Ciências
104266,5,Engenharia
1117931,3,Ciências Sociais
1233,3,Ciências Sociais
68419,1,Educação
1266438,3,Ciências Sociais
1212525,1,Educação
1268596,5,Engenharia
3488,3,Ciências Sociais
1364450,5,Engenharia
1276435,3,Ciências Sociais
301428,4,Ciências
1154847,5,Engenharia
13615,7,Saúde e Bem-Estar
16676,1,Educação
80900,3,Ciências Sociais
98591,2,Humanidades e Artes
20113,3,Ciências Sociais
1113713,4,Ciências
1141000,3,Ciências Sociais
1203855,5,Engenharia
105344,7,Saúde e Bem-Estar
1303797,7,Saúde e Bem-Estar
94762,4,Ciências
1204750,5,Engenharia
90701,1,Educação
72377,1,Educação
120444,8,Serviços
117834,7,Saúde e Bem-Estar
1138327,3,Ciências Sociais
88870,3,Ciências Sociais
1054847,3,Ciências Sociais
102878,3,Ciências Sociais
51613,6,Agricultura e Veterinária
57504,4,Ciências
7490,1,Educação
45077,3,Ciências Sociais
1128244,5,Engenharia
96008,3,Ciências Sociais
1330672,7,Saúde e Bem-Estar
1279431,7,Saúde e Bem-Estar
38079,3,Ciências Sociais
1406951,7,Saúde e Bem-Estar
74834,3,Ciências Sociais
1119480,3,Ciências Sociais
1405700,5,Engenharia
1160083,1,Educação
20355,4,Ciências
36,4,Ciências
1354612,1,Educação
1059484,3,Ciências Sociais
1117478,5,Engenharia
71571,3,Ciências Sociais
102238,7,Saúde e Bem-Estar
1352554,1,Educação
1332361,3,Ciências Sociais
1293075,2,Humanidades e Artes
123363,3,Ciências Sociais
1258974,7,Saúde e Bem-Estar
66441,1,Educação
113088,2,Humanidades e Artes
57824,4,Ciências
1344490,5,Engenharia
10422,8,Serviços
104908,3,Ciências Sociais
5000300,7,Saúde e Bem-Estar
1068911,2,Humanidades e Artes
1259487,3,Ciências Sociais
6462,3,Ciências Sociais
1343857,1,Educação
1190673,5,Engenharia
54909,3,Ciências Sociais
1377551,3,Ciências Sociais
51662,3,Ciências Sociais
1153693,5,Engenharia
1006650,3,Ciências Sociais
12327,7,Saúde e Bem-Estar
66445,5,Engenharia
1123270,1,Educação
20545,1,Educação
112703,1,Educação
16806,1,Educação
1260183,3,Ciências Sociais
66647,1,Educação
396158,4,Ciências
18226,3,Ciências Sociais
99198,4,Ciências
1200687,7,Saúde e Bem-Estar
1376185,8,Serviços
1313940,5,Engenharia
1313172,1,Educação
1135368,5,Engenharia
1175715,3,Ciências Sociais
305483,2,Humanidades e Artes
1314234,1,Educação
5001371,2,Humanidades e Artes
1338870,1,Educação
1051,5,Engenharia
30397,1,Educação
1148686,3,Ciências Sociais
102160,6,Agricultura e Veterinária
1179336,3,Ciências Sociais
88703,3,Ciências Sociais
1149942,6,Agricultura e Veterinária
314111,4,Ciências
59321,2,Humanidades e Artes
112456,7,Saúde e Bem-Estar
1330294,8,Serviços
74663,1,Educação
1285552,2,Humanidades e Artes
55569,4,Ciências
1107278,1,Educação
110742,1,Educação
1168596,3,Ciências Sociais
21808,1,Educação
114163,4,Ciências
5000921,5,Engenharia
1324552,7,Saúde e Bem-Estar
70638,3,Ciências Sociais
1100369,1,Educação
1259013,5,Engenharia
90506,3,Ciências Sociais
97628,8,Serviços
91315,8,Serviços
12571,3,Ciências Sociais
62602,4,Ciências
1187880,1,Educação
1330162,3,Ciências Sociais
99896,1,Educação
1205967,4,Ciências
1087197,3,Ciências Sociais
1189208,5,Engenharia
107678,2,Humanidades e Artes
310871,4,Ciências
120172,4,Ciências
1342332,5,Engenharia
1149855,3,Ciências Sociais
88602,3,Ciências Sociais
72767,7,Saúde e Bem-Estar
53190,3,Ciências Sociais
20007,3,Ciências Sociais
14220,3,Ciências Sociais
12002,5,Engenharia
91985,3,Ciências Sociais
4601,5,Engenharia
12582,7,Saúde e Bem-Estar
1292282,7,Saúde e Bem-Estar
57662,5,Engenharia
1323141,2,Humanidades e Artes
21594,5,Engenharia
27635,1,Educação
1151425,1,Educação
46900,5,Engenharia
58518,1,Educação
1327349,3,Ciências Sociais
10503,1,Educação
108584,3,Ciências Sociais
121101,5,Engenharia
120125,3,Ciências Sociais
67859,8,Serviços
1404958,1,Educação
1270683,8,Serviços
1117490,7,Saúde e Bem-Estar
47280,4,Ciências
76961,3,Ciências Sociais
318882,4,Ciências
103932,3,Ciências Sociais
20841,6,Agricultura e Veterinária
106022,3,Ciências Sociais
1261294,5,Engenharia
1321,1,Educação
1330282,1,Educação
1300424,3,Ciências Sociais
108614,3,Ciências Sociais
112590,4,Ciências
52420,1,Educação
11916,8,Serviços
95717,2,Humanidades e Artes
103662,3,Ciências Sociais
1366649,5,Engenharia
1313481,3,Ciências Sociais
1102674,4,Ciências
60026,7,Saúde e Bem-Estar
1047075,3,Ciências Sociais
71127,4,Ciências
1123257,3,Ciências Sociais
1313943,5,Engenharia
90001,1,Educação
22049,1,Educação
80536,3,Ciências Sociais
1153805,3,Ciências Sociais
1313183,5,Engenharia
1007689,3,Ciências Sociais
21354,2,Humanidades e Artes
103991,5,Engenharia
50996,4,Ciências
74582,4,Ciências
72575,4,Ciências
1406954,5,Engenharia
67965,3,Ciências Sociais
60480,5,Engenharia
80099,1,Educação
102019,5,Engenharia
54656,3,Ciências Sociais
50550,7,Saúde e Bem-Estar
99020,4,Ciências
1283932,5,Engenharia
101086,3,Ciências Sociais
1101106,3,Ciências Sociais
1190240,1,Educação
116564,1,Educação
1304887,5,Engenharia
1293114,1,Educação
81544,5,Engenharia
1264089,1,Educação
54735,3,Ciências Sociais
109796,4,Ciências
1295075,3,Ciências Sociais
1313266,3,Ciências Sociais
1330348,4,Ciências
3859,4,Ciências
1071573,5,Engenharia
1053313,3,Ciências Sociais
1161926,1,Educação
1283945,3,Ciências Sociais
88184,3,Ciências Sociais
109309,7,Saúde e Bem-Estar
1284315,3,Ciências Sociais
101657,1,Educação
1285867,7,Saúde e Bem-Estar
64576,2,Humanidades e Artes
1200580,5,Engenharia
20853,6,Agricultura e Veterinária
20450,3,Ciências Sociais
57178,4,Ciências
1187695,5,Engenharia
21662,7,Saúde e Bem-Estar
1111971,4,Ciências
1264481,5,Engenharia
1114583,6,Agricultura e Veterinária
9988,7,Saúde e Bem-Estar
29512,1,Educação
1259315,3,Ciências Sociais
37288,1,Educação
83155,1,Educação
114807,5,Engenharia
83532,7,Saúde e Bem-Estar
50725,3,Ciências Sociais
1189915,3,Ciências Sociais
118482,5,Engenharia
1147008,1,Educação
1284192,8,Serviços
348488,7,Saúde e Bem-Estar
1156602,5,Engenharia
72995,5,Engenharia
1348182,7,Saúde e Bem-Estar
114907,1,Educação
67575,1,Educação
71029,7,Saúde e Bem-Estar
1129077,5,Engenharia
100592,4,Ciências
1131646,2,Humanidades e Artes
111956,4,Ciências
11995,1,Educação
1200667,3,Ciências Sociais
1444,1,Educação
13441,5,Engenharia
37891,3,Ciências Sociais
104096,8,Serviços
27518,1,Educação
20949,7,Saúde e Bem-Estar
1117740,1,Educação
1359179,1,Educação
117434,3,Ciências Sociais
300637,4,Ciências
1400668,1,Educação
1258859,8,Serviços
74112,3,Ciências Sociais
23967,2,Humanidades e Artes
97807,3,Ciências Sociais
58506,1,Educação
37284,3,Ciências Sociais
85274,5,Engenharia
119930,1,Educação
1321834,2,Humanidades e Artes
1296068,5,Engenharia
15,4,Ciências
79548,3,Ciências Sociais
71320,1,Educação
57104,3,Ciências Sociais
105772,5,Engenharia
1280098,8,Serviços
1330431,4,Ciências
1415348,3,Ciências Sociais
102082,1,Educação
1375365,1,Educação
1173916,5,Engenharia
1121204,8,Serviços
51527,4,Ciências
57926,7,Saúde e Bem-Estar
92335,3,Ciências Sociais
1258741,5,Engenharia
1262463,5,Engenharia
28541,5,Engenharia
19531,3,Ciências Sociais
69172,8,Serviços
1116895,4,Ciências
107380,1,Educação
1165135,1,Educação
11162,1,Educação
65737,4,Ciências
68448,3,Ciências Sociais
1349779,7,Saúde e Bem-Estar
17449,3,Ciências Sociais
46299,1,Educação
1202233,5,Engenharia
5000266,1,Educação
352123,7,Saúde e Bem-Estar
116812,5,Engenharia
1049561,3,Ciências Sociais
115794,3,Ciências Sociais
1059588,8,Serviços
3151,6,Agricultura e Veterinária
118464,2,Humanidades e Artes
56732,1,Educação
52760,1,Educação
119536,3,Ciências Sociais
1260569,1,Educação
1126150,3,Ciências Sociais
69802,3,Ciências Sociais
1123439,5,Engenharia
18460,5,Engenharia
48746,3,Ciências Sociais
54042,3,Ciências Sociais
1187564,5,Engenharia
115506,5,Engenharia
28100,1,Educação
1121217,4,Ciências
82770,7,Saúde e Bem-Estar
48273,3,Ciências Sociais
1153428,5,Engenharia
12920,5,Engenharia
109670,3,Ciências Sociais
1103664,1,Educação
51442,3,Ciências Sociais
1136143,5,Engenharia
1284293,5,Engenharia
1107741,7,Saúde e Bem-Estar
1259241,5,Engenharia
1330273,5,Engenharia
79044,3,Ciências Sociais
1204376,5,Engenharia
15414,1,Educação
1266660,8,Serviços
48020,3,Ciências Sociais
58205,1,Educação
19353,3,Ciências Sociais
5000528,7,Saúde e Bem-Estar
119058,5,Engenharia
1330049,5,Engenharia
58808,4,Ciências
12560,1,Educação
101331,2,Humanidades e Artes
1279540,3,Ciências Sociais
18155,1,Educação
50179,3,Ciências Sociais
7685,3,Ciências Sociais
12971,6,Agricultura e Veterinária
1117046,8,Serviços
68918,3,Ciências Sociais
28064,1,Educação
51564,7,Saúde e Bem-Estar
109578,7,Saúde e Bem-Estar
1315422,3,Ciências Sociais
21545,5,Engenharia
1377613,7,Saúde e Bem-Estar
70442,3,Ciências Sociais
13434,3,Ciências Sociais
112314,3,Ciências Sociais
120387,4,Ciências
1404041,1,Educação
89650,3,Ciências Sociais
1214163,1,Educação
15988,3,Ciências Sociais
9976,3,Ciências Sociais
21493,7,Saúde e Bem-Estar
1164707,3,Ciências Sociais
1073877,3,Ciências Sociais
106924,5,Engenharia
1395934,6,Agricultura e Veterinária
56702,5,Engenharia
111064,3,Ciências Sociais
1259225,3,Ciências Sociais
17924,1,Educação
107574,4,Ciências
57692,3,Ciências Sociais
1193793,5,Engenharia
1205432,1,Educação
86396,1,Educação
104188,5,Engenharia
81393,4,Ciências
1385707,4,Ciências
123486,3,Ciências Sociais
117164,1,Educação
104180,7,Saúde e Bem-Estar
1190587,7,Saúde e Bem-Estar
122392,2,Humanidades e Artes
1382652,5,Engenharia
1140082,4,Ciências
1178819,1,Educação
18420,5,Engenharia
87508,3,Ciências Sociais
101942,4,Ciências
28667,2,Humanidades e Artes
1210184,3,Ciências Sociais
1108095,5,Engenharia
1313263,4,Ciências
92775,4,Ciências
1149804,4,Ciências
22318,1,Educação
1204539,7,Saúde e Bem-Estar
102665,7,Saúde e Bem-Estar
1313445,1,Educação
13417,7,Saúde e Bem-Estar
107032,3,Ciências Sociais
1157130,5,Engenharia
48181,1,Educação
1330198,4,Ciências
90879,7,Saúde e Bem-Estar
13103,7,Saúde e Bem-Estar
95147,7,Saúde e Bem-Estar
1380904,7,Saúde e Bem-Estar
1108274,2,Humanidades e Artes
47489,3,Ciências Sociais
1120860,3,Ciências Sociais
1342509,5,Engenharia
